,Time,Episode,Q-Difference,GotGift
0,0.0,1,-inf,False
1,0.002999544143676758,2,25.0,False
2,0.004999637603759766,3,17.999999999999996,False
3,0.006999492645263672,4,15.254237288135588,False
4,0.011999130249023438,5,25.147058823529413,False
5,0.024999141693115234,6,26.65099882491187,False
6,0.030002117156982422,7,6.087400259788457,False
7,0.038999319076538086,8,8.745769234132988,False
8,0.05099964141845703,9,43.742611045431524,False
9,0.054999589920043945,10,4.531950249257264,False
10,0.06299948692321777,11,7.413651910014933,False
11,0.06599950790405273,12,2.942416360211679,False
12,0.06800031661987305,13,4.356520185936281,False
13,0.0709996223449707,14,3.0433203501696995,False
14,0.07599949836730957,15,2.3922845995843325,False
15,0.07899951934814453,16,8.35303220124688,True
16,0.08100032806396484,17,6.979042119635714,True
17,0.0839996337890625,18,4.405593075941393,True
18,0.08500027656555176,19,4.562544280071575,True
19,0.08600115776062012,20,4.732857559118346,True
20,0.08700013160705566,21,4.918305371061995,True
21,0.08800029754638672,22,5.120985262053641,True
22,0.08900022506713867,23,5.343394230903853,True
23,0.09100031852722168,24,5.588525408775256,True
24,0.09200024604797363,25,5.859996128249225,True
25,0.09300041198730469,26,6.16222019868294,True
26,0.09400033950805664,27,6.50064305800206,True
27,0.0950002670288086,28,6.882067748205002,True
28,0.09600067138671875,29,7.3151146595302015,True
29,0.0970005989074707,30,7.810882841870104,True
30,0.09800148010253906,31,8.383923092274769,True
31,0.09900045394897461,32,9.053707893260578,True
32,0.10000038146972656,33,9.846920712626767,True
33,0.10100054740905762,34,10.801151193071796,True
34,0.10200047492980957,35,11.97111763074092,True
35,0.10300040245056152,36,13.439692298218542,True
36,0.10400032997131348,37,15.338692904597917,True
37,0.10500049591064453,38,17.891281122189003,True
38,0.10600066184997559,39,21.507654391812032,True
39,0.10700035095214844,40,27.032896828405654,True
40,0.10800051689147949,41,36.531046549845755,True
41,0.10900044441223145,42,56.72204070760141,True
42,0.1100006103515625,43,129.08511235953978,True
43,0.11100053787231445,44,-436.84068897916006,True
44,0.1120004653930664,45,-80.04045391732934,True
45,0.11300039291381836,46,-43.69927625783548,True
46,0.11400032043457031,47,-29.870822023901432,True
47,0.11500072479248047,48,-22.575983836595718,True
48,0.11600089073181152,49,-18.064582778810973,True
49,0.11800050735473633,50,-14.995586602127695,True
50,0.11900067329406738,51,-12.770266364570034,True
51,0.12000060081481934,52,-11.08103868893183,True
52,0.12100696563720703,53,-9.753690319387058,True
53,0.12200570106506348,54,-8.682169520801674,True
54,0.12300515174865723,55,-7.79822757287987,True
55,0.12400507926940918,56,-7.0559580644429225,True
56,0.12500476837158203,57,-6.42334959652152,True
57,0.12600445747375488,58,-5.877401080033124,True
58,0.12700462341308594,59,-5.4011618467810445,True
59,0.12700462341308594,60,-4.981866241358176,True
60,0.1280045509338379,61,-4.609717962688017,True
61,0.12900495529174805,62,-4.277074622534738,True
62,0.1300044059753418,63,-3.9778868147307938,True
63,0.13100457191467285,64,-3.7073036171813847,True
64,0.1320044994354248,65,-3.46138964306498,True
65,0.1320044994354248,66,-3.2369185111175307,True
66,0.13300490379333496,67,-3.031219704284784,True
67,0.13400530815124512,68,-2.8420633906959982,True
68,0.13500523567199707,69,-2.6675726725790394,True
69,0.13600492477416992,70,-2.506155941832492,True
70,0.13700032234191895,71,-2.3564541720052703,True
71,0.1380002498626709,72,-2.2172994416600393,True
72,0.13900494575500488,73,-2.087681998158268,True
73,0.13900494575500488,74,-5.81952924660636,True
74,0.14000439643859863,75,-1.9264483606534604,True
75,0.141005277633667,76,-6.111529170867936,True
76,0.14200496673583984,77,-1.6416889153870229,True
77,0.1430058479309082,78,-3.914105844757442,True
78,0.14400482177734375,79,-1.3816478914652852,True
79,0.1450059413909912,80,-1.3079769899684912,True
80,0.14600539207458496,81,-1.238148370394609,True
81,0.14600539207458496,82,-1.1719481909648553,True
82,0.14700531959533691,83,-1.109177184476574,True
83,0.14800024032592773,84,-1.0496493851351847,True
84,0.14900541305541992,85,-0.9931909836535003,True
85,0.15000510215759277,86,-0.9396392972660742,True
86,0.15100479125976562,87,-0.8888418426309237,True
87,0.15200448036193848,88,-0.8406555008150188,True
88,0.15300536155700684,89,-0.7949457646790581,True
89,0.15300536155700684,90,-0.7515860599934269,True
90,0.1540052890777588,91,-0.7104571325342639,True
91,0.1550004482269287,92,-0.6714464942337571,True
92,0.1560063362121582,93,-0.6344479221977224,True
93,0.15700030326843262,94,-0.5993610050651516,True
94,0.1580052375793457,95,-0.5660907317750621,True
95,0.15900492668151855,96,-0.5345471183326194,True
96,0.1600048542022705,97,-0.5046448686369929,True
97,0.1600048542022705,98,-0.47630306585157184,True
98,0.16100454330444336,99,-0.449444891171145,True
99,0.16200041770935059,100,-2.6233388894218233,False
100,0.16300559043884277,101,-0.40939249891082186,True
101,0.1640002727508545,102,-0.3859955621685615,True
102,0.16500473022460938,103,-0.3638453977706461,True
103,0.16600489616394043,104,-0.34288158818367137,True
104,0.16700482368469238,105,-0.32304610180322885,True
105,0.16700482368469238,106,-0.3042832838665265,True
106,0.16900134086608887,107,-0.28653982725440746,True
107,0.17000102996826172,108,-0.2697647281741469,True
108,0.17100095748901367,109,-4.872587249085072,False
109,0.17200112342834473,110,-0.25051132099179585,True
110,0.17300081253051758,111,-0.23564535739953418,True
111,0.17400097846984863,112,-0.2216083942081072,True
112,0.17500066757202148,113,-0.20835738936789738,True
113,0.17600083351135254,114,-0.19585137880682738,True
114,0.1770007610321045,115,-0.18405138097165802,True
115,0.17800092697143555,116,-0.17292030574111436,True
116,0.1790008544921875,117,-0.16242286753678967,True
117,0.18000078201293945,118,-0.15252550245196608,True
118,0.1810007095336914,119,-0.1431962892161485,True
119,0.18200087547302246,120,-0.13440487381405802,True
120,0.18300080299377441,121,-0.12612239758114133,True
121,0.18300080299377441,122,-0.1183214286024365,True
122,0.18500089645385742,123,-0.1109758962479143,True
123,0.18600058555603027,124,-0.10406102868433763,True
124,0.18700098991394043,125,-0.09755329321131133,True
125,0.18800091743469238,126,-0.09143033927682426,True
126,0.18900084495544434,127,-0.08567094403587684,True
127,0.1900010108947754,128,-0.08025496032331354,True
128,0.19100093841552734,129,-0.07516326691970847,True
129,0.1920011043548584,130,-0.07037772099688858,True
130,0.19300079345703125,131,-0.06588111263644286,True
131,0.1940009593963623,132,-0.061657121321425486,True
132,0.19500112533569336,133,-0.05769027430807833,True
133,0.1960008144378662,134,-0.053965906789970784,True
134,0.19700098037719727,135,-0.05047012377280913,True
135,0.19800090789794922,136,-0.04718976358323949,True
136,0.19900083541870117,137,-0.044112362939860886,True
137,0.20000100135803223,138,-0.041226123518680546,True
138,0.20100092887878418,139,-0.038519879949907444,True
139,0.20200061798095703,140,-0.03598306918620951,True
140,0.20300078392028809,141,-0.03360570118603303,True
141,0.2050011157989502,142,-0.031378330858887096,True
142,0.20600104331970215,143,-0.029292031222111697,True
143,0.2070012092590332,144,-0.027338367721299377,True
144,0.20800089836120605,145,-0.02550937366894309,True
145,0.2090010643005371,146,-0.023797526758037806,True
146,0.21000099182128906,147,-0.022195726609046805,True
147,0.21100115776062012,148,-0.020697273311028608,True
148,0.21200108528137207,149,-0.019295846918684148,True
149,0.21300101280212402,150,-0.017985487869092088,True
150,0.21400117874145508,151,-0.016760578283109073,True
151,0.21500110626220703,152,-0.015615824117618237,True
152,0.21600103378295898,153,-0.014546238136347273,True
153,0.21701550483703613,154,-0.013547123667495548,True
154,0.2180008888244629,155,-0.012614059118223733,True
155,0.21900129318237305,156,-0.011742883216358926,True
156,0.22100067138671875,157,-0.01092968095106134,True
157,0.222001314163208,158,-0.010170770184871976,True
158,0.22300124168395996,159,-0.009462688910503479,True
159,0.22400116920471191,160,-0.008802183126500114,True
160,0.22500109672546387,161,-0.008186195306737757,True
161,0.22700142860412598,162,-0.007611853439471634,True
162,0.22800135612487793,163,-0.007076460612400529,True
163,0.22900176048278809,164,-0.0065774851208440675,True
164,0.23000144958496094,165,-0.0061125510770992835,True
165,0.231001615524292,166,-0.0056794294993830746,True
166,0.233001708984375,167,-0.005276029859652113,True
167,0.23400211334228516,168,-0.004900392070357368,True
168,0.2350013256072998,169,-0.004550678890588911,True
169,0.23600149154663086,170,-0.004225168732794125,True
170,0.2370011806488037,171,-0.003922248852182933,True
171,0.23800110816955566,172,-0.0036404089008679284,True
172,0.23900103569030762,173,-0.003378234830393964,True
173,0.24000144004821777,174,-0.0031344031257539385,True
174,0.24100089073181152,175,-0.002907675355717295,True
175,0.24200129508972168,176,-0.0026968930239251445,True
176,0.24300146102905273,177,-0.0025009727064183654,True
177,0.2440018653869629,178,-0.002318901461549205,True
178,0.24500179290771484,179,-0.0021497324987160846,True
179,0.24700164794921875,180,-0.0019925810931409405,True
180,0.2480013370513916,181,-0.0018466207341769005,True
181,0.2500011920928955,182,-0.0017110794952808221,True
182,0.25100111961364746,183,-0.0015852366142555154,True
183,0.2520012855529785,184,-0.0014684192728633267,True
184,0.25300145149230957,185,-0.00135999956525755,True
185,0.2540013790130615,186,-0.0012593916455064674,True
186,0.2550013065338135,187,-0.0011660490442461971,True
187,0.25600123405456543,188,-0.0010794621457824029,True
188,0.2570013999938965,189,-0.0009991558166851146,True
189,0.25800156593322754,190,-0.0009246871776179128,True
190,0.2590010166168213,191,-0.0008556435105553531,True
191,0.26000142097473145,192,-0.0007916402938622259,True
192,0.2610015869140625,193,-0.000732319357966664,True
193,0.2610015869140625,194,-0.0006773471549743935,True
194,0.26200127601623535,195,-0.0006264131356057422,True
195,0.2630014419555664,196,-0.0005792282273632018,True
196,0.26500797271728516,197,-0.0005355234081133321,True
197,0.2660062313079834,198,-0.0004950483695043566,True
198,0.26700568199157715,199,-0.0004575702649639344,True
199,0.26800537109375,200,-0.00042287253725528315,True
200,0.26800537109375,201,-0.00039075382101331075,True
201,0.26900553703308105,202,-0.0003610269156554061,True
202,0.2700052261352539,203,-0.00033351782448183016,True
203,0.27100563049316406,204,-0.0003080648559627698,True
204,0.2720053195953369,205,-0.0002845177835140441,True
205,0.27300524711608887,206,-0.0002627370600273635,True
206,0.27300524711608887,207,-0.0002425930839461642,True
207,0.2740051746368408,208,-0.00022396551367675146,True
208,0.275005578994751,209,-0.00020674262720515732,True
209,0.27600574493408203,210,-0.00019082072427243648,True
210,0.277005672454834,211,-0.00017610356830897854,True
